objective,seed,fit_seed,lambda_pi,lambda_diss,train_loss,constants,nmse_iso,nmse_chan,mean_r_iso,mean_r_chan,tau12_r_chan,pi_r_iso,pi_r_chan,pi_bias_iso,pi_bias_chan,pi_rmse_iso,pi_rmse_chan,neg_frac_iso,neg_frac_chan,wall_tau12_corr_chan
NMSE_plus_dissipation,6,30206,0.0,1.0,2.9573324104692587,"{'c1': 0.03812352426624456, 'c2': 0.45020628792457784, 'c3': 2.8057887596324163e-06}",0.9738233252719817,1.044329838845038,0.30004205505459486,0.29815940489325954,0.26951269743992323,0.969380490544159,0.6063064845475404,-0.025867876142179183,0.0012121081025121593,2.315777576790107,0.009063200380089474,0.39122772216796875,0.4792060852050781,-0.5876074124272651
NMSE_plus_dissipation,7,30207,0.0,1.0,3.0147377871576317,"{'c1': 0.042955018260218095, 'c2': 0.44512080369422224, 'c3': 2.794737858823791e-06}",0.972827976682904,1.045413000133414,0.3005106371078888,0.29649575825616586,0.2618888460956449,0.9669948646138079,0.6069822391136264,-0.025809346833356263,0.0012008104939344828,2.3166323279013956,0.009058882392633716,0.3948097229003906,0.4802818298339844,-0.5863344143204923
NMSE_plus_dissipation,8,30208,0.0,1.0,3.041883653053683,"{'c1': 0.04007970357808249, 'c2': 0.4496023830838406, 'c3': 2.79243800307321e-06}",0.9732807765526297,1.044794528569941,0.3003039644700833,0.2975528382057615,0.2666837661609412,0.9685081314173708,0.6066089228357562,-0.025821993846865468,0.001208451156491404,2.3149289154978976,0.009060239977381184,0.3927040100097656,0.4795265197753906,-0.5871276417190258
NMSE_plus_dissipation,9,30209,0.0,1.0,3.040838908784861,"{'c1': 0.043575989450364006, 'c2': 0.4495524254916676, 'c3': 2.7572537319889222e-06}",0.9722606787356676,1.0460507033278725,0.30051469306216017,0.2964346017748825,0.2616045116439022,0.9669035874834719,0.6069992572767217,-0.02572429353747456,0.0012025639887303012,2.312578288461293,0.009055393106713749,0.3950004577636719,0.480316162109375,-0.5862881580256298
NMSE_plus_dissipation,10,30210,0.0,1.0,3.0673402786157027,"{'c1': 0.04019581125542312, 'c2': 0.48615560380372047, 'c3': 2.8079221928750256e-06}",0.970114423329599,1.0482075936373323,0.29988839853133636,0.29842850591359077,0.2707547845255042,0.9697594465278787,0.6061522397019345,-0.025261437640292768,0.0012312976964548136,2.2849183292909045,0.009053921915564684,0.3906745910644531,0.47907257080078125,-0.5878224944073269
NMSE_plus_dissipation,11,30211,0.0,1.0,2.8994574392149444,"{'c1': 0.039262703292922606, 'c2': 0.431912103671157, 'c3': 2.813068891426705e-06}",0.9750954897558084,1.0430719912222521,0.3003779024036677,0.2973010608712495,0.2655504516633548,0.9681546543719548,0.6067123646894691,-0.026114707128782767,0.001198668529937156,2.3299843962713656,0.00907480089206021,0.39327239990234375,0.479736328125,-0.5869378226911246
Full_objective,0,30300,1.0,1.0,2.4127173093649725,"{'c1': 0.03897890432540691, 'c2': 0.4102677093204808, 'c3': 2.7401213304572507e-06}",0.9771466723745359,1.041305376254387,0.30048992559309573,0.29670842219297294,0.2628732831607993,0.9673094907140399,0.6069190349628807,-0.02645268440207178,0.0011855006518820032,2.3479221905547587,0.009100532400739669,0.39443206787109375,0.4800872802734375,-0.5864951277825072
Full_objective,1,30301,1.0,1.0,2.319869030145856,"{'c1': 0.04098936265397965, 'c2': 0.4407996548881477, 'c3': 2.8442421119825025e-06}",0.97378477413007,1.04433245989438,0.300445094525768,0.29700476642960855,0.26419635464636065,0.9677290182054492,0.606823319294331,-0.02593058462829701,0.0012013787536934775,2.321517075207702,0.009064620587628079,0.3937492370605469,0.4798736572265625,-0.5867133146427841
Full_objective,2,30302,1.0,1.0,2.4693202198421718,"{'c1': 0.0408738661718944, 'c2': 0.47044152607562434, 'c3': 2.702710027716769e-06}",0.9712410881406739,1.0469314573765969,0.3001849742495452,0.29787154024213053,0.26812512550776146,0.9689542899803284,0.6064629082809475,-0.025481913160235507,0.0012202570629869804,2.2973180858154416,0.009051980929104154,0.3919525146484375,0.4794349670410156,-0.5873713616079501
Full_objective,3,30303,1.0,1.0,2.4476277438896674,"{'c1': 0.03994724933135174, 'c2': 0.41379946423687636, 'c3': 2.7516612326403804e-06}",0.9765281333335908,1.0418374957098027,0.3005110318058713,0.2964845432167145,0.2618652119951794,0.9669872963853056,0.6069837377052849,-0.026371570170022566,0.0011861050032249637,2.3443609881592016,0.009094196849264841,0.39482879638671875,0.4802894592285156,-0.5863300502826421
Full_objective,4,30304,1.0,1.0,2.3875435682750283,"{'c1': 0.039784802606011506, 'c2': 0.44108295492829386, 'c3': 2.727408270269983e-06}",0.9741202588928206,1.0439851632324204,0.30035013063236554,0.2974060022490889,0.26600654588814576,0.9682971956979913,0.6066718742552021,-0.025960182063171466,0.0012035750746380686,2.322110938347783,0.009066255842654782,0.3930778503417969,0.47963714599609375,-0.587014325212766
Full_objective,5,30305,1.0,1.0,2.5143710541646103,"{'c1': 0.03989877102869168, 'c2': 0.45737599995588096, 'c3': 2.7362351245805984e-06}",0.9726570518852617,1.0454308575183142,0.30020521357794416,0.29781994990942334,0.2679031160016185,0.9688858108324702,0.6064865091736772,-0.025708570640113493,0.0012136543681810466,2.3086855404647944,0.009056824002706214,0.3920745849609375,0.47942352294921875,-0.5873334247328206
Full_objective,6,30306,1.0,1.0,2.546747437478424,"{'c1': 0.03997867751176753, 'c2': 0.4591675054416941, 'c3': 2.794503351739276e-06}",0.9724776739226952,1.0456096914255109,0.30019569375049576,0.2978409264864488,0.2680086735816799,0.9689183864664463,0.6064753745316989,-0.025679009967346244,0.0012146496563640514,2.307163444818112,0.009056025539281292,0.3920555114746094,0.47942352294921875,-0.5873511629747294
Full_objective,7,30307,1.0,1.0,2.494417121731682,"{'c1': 0.041452305242112616, 'c2': 0.46213219349890483, 'c3': 2.8225405412528026e-06}",0.9717833275338877,1.046353405190566,0.3003289259799519,0.2974773501494736,0.26632851630826926,0.9683975853738872,0.6066423686583927,-0.02559231249374815,0.0012140502472773034,2.303726249901107,0.009052809941777469,0.3929100036621094,0.47956085205078125,-0.5870682544315396
Full_objective,8,30308,1.0,1.0,2.4666269808374945,"{'c1': 0.04216492728353846, 'c2': 0.445252245621528, 'c3': 2.7883890703068193e-06}",0.9730456147706106,1.0451187974921075,0.30048429640215757,0.2967602482307084,0.2630766571388993,0.9673742089658911,0.6069050605066945,-0.025829592650498997,0.0012022166486370539,2.317064609003205,0.00905983051724112,0.39429473876953125,0.48004150390625,-0.5865290899177847
Full_objective,9,30309,1.0,1.0,2.3632826414356742,"{'c1': 0.038988640156302073, 'c2': 0.46538709386470056, 'c3': 2.8491240915795906e-06}",0.9722402989116296,1.0459028534556214,0.2999755061963271,0.29828024322840324,0.27007597727061783,0.9695526300364098,0.606238245085003,-0.02561207007706065,0.0012202281594704792,2.302749059186014,0.009055886298765813,0.3909454345703125,0.479156494140625,-0.5877044976173514
Full_objective,10,30310,1.0,1.0,2.6757434283406165,"{'c1': 0.040915398467588446, 'c2': 0.4883205073989808, 'c3': 2.8397163758910354e-06}",0.9697197588372686,1.048651996288112,0.2999763395977417,0.29828388102135206,0.2700690062068208,0.9695504948485589,0.6062390536669386,-0.025208168623156682,0.0012314570468809412,2.2826540145978793,0.009053315007710854,0.39093017578125,0.4791526794433594,-0.5877037068531097
Full_objective,11,30311,1.0,1.0,2.484428972807983,"{'c1': 0.041112450508870274, 'c2': 0.4600235412582941, 'c3': 2.8177318021925646e-06}",0.9720656723801804,1.0460459992999234,0.3003143326963247,0.29752282168712535,0.26653903537566787,0.9684631214148267,0.6066226589242444,-0.02563403137869677,0.0012132902928479765,2.305685659390444,0.009053975589973456,0.39278411865234375,0.4795494079589844,-0.5871034882578444
